id,item_id,prod,date,customer_id,ord_typ,status,qty,price,sales
be9b7bde-68d0-460b-9e94-d65118cb2dcf,1,prod_10,08-08-2023,cust_3,app,complete,1,3.17,3.17
be9b7bde-68d0-460b-9e94-d65118cb2dcf,2,prod_4,08-08-2023,cust_3,app,complete,5,4.84,24.2
5cdfda30-ac0d-4dab-bbd4-51771da4f3bc,1,prod_1,08-08-2024,cust_9,website,pending,1,7.04,7.04
f1cd6523-0c9b-46c2-a8bd-679e2ba63d31,1,prod_2,13-10-2024,cust_4,app,process,1,2.27,2.27
f1cd6523-0c9b-46c2-a8bd-679e2ba63d31,2,prod_6,13-10-2024,cust_4,app,process,4,5.83,23.32
f1cd6523-0c9b-46c2-a8bd-679e2ba63d31,3,prod_5,13-10-2024,cust_4,app,process,5,2.38,11.9
f1cd6523-0c9b-46c2-a8bd-679e2ba63d31,4,prod_10,13-10-2024,cust_4,app,process,1,4.62,4.62
f1cd6523-0c9b-46c2-a8bd-679e2ba63d31,5,prod_4,13-10-2024,cust_4,app,process,3,2.62,7.86
c06ef6ab-b4b0-4c7f-b047-25c29b1e80fa,1,prod_2,11-01-2024,cust_6,website,process,1,9.14,9.14
c06ef6ab-b4b0-4c7f-b047-25c29b1e80fa,2,prod_5,11-01-2024,cust_6,website,process,5,4.04,20.2
c06ef6ab-b4b0-4c7f-b047-25c29b1e80fa,3,prod_6,11-01-2024,cust_6,website,process,5,4.67,23.35
c06ef6ab-b4b0-4c7f-b047-25c29b1e80fa,4,prod_7,11-01-2024,cust_6,website,process,2,6.45,12.9
c06ef6ab-b4b0-4c7f-b047-25c29b1e80fa,5,prod_9,11-01-2024,cust_6,website,process,4,2.49,9.96
d49cd90c-a180-4eec-b797-dc821481f3b9,1,prod_6,07-01-2025,cust_5,app,process,5,6.75,33.75
d49cd90c-a180-4eec-b797-dc821481f3b9,2,prod_6,07-01-2025,cust_5,app,process,4,5.84,23.36
d49cd90c-a180-4eec-b797-dc821481f3b9,3,prod_5,07-01-2025,cust_5,app,process,1,2.91,2.91
d49cd90c-a180-4eec-b797-dc821481f3b9,4,prod_6,07-01-2025,cust_5,app,process,3,4.94,14.82
d49cd90c-a180-4eec-b797-dc821481f3b9,5,prod_7,07-01-2025,cust_5,app,process,4,7.52,30.08
b42a8b21-5883-4552-85ce-a477cfe884e6,1,prod_6,16-12-2024,cust_9,website,pending,3,1.92,5.76
b42a8b21-5883-4552-85ce-a477cfe884e6,2,prod_6,16-12-2024,cust_9,website,pending,3,8.55,25.65
b42a8b21-5883-4552-85ce-a477cfe884e6,3,prod_5,16-12-2024,cust_9,website,pending,1,9.31,9.31
b42a8b21-5883-4552-85ce-a477cfe884e6,4,prod_6,16-12-2024,cust_9,website,pending,3,9.31,27.93
246da21c-4446-4f8e-b862-abdc535336ee,1,prod_5,15-03-2024,cust_3,app,process,5,4.52,22.6
246da21c-4446-4f8e-b862-abdc535336ee,2,prod_4,15-03-2024,cust_3,app,process,4,5.46,21.84
246da21c-4446-4f8e-b862-abdc535336ee,3,prod_8,15-03-2024,cust_3,app,process,1,8.69,8.69
246da21c-4446-4f8e-b862-abdc535336ee,4,prod_1,15-03-2024,cust_3,app,process,2,7.37,14.74
246da21c-4446-4f8e-b862-abdc535336ee,5,prod_1,15-03-2024,cust_3,app,process,2,6.93,13.86
a673150f-a43b-4507-9622-f84c385b42f4,1,prod_2,07-06-2023,cust_11,website,complete,2,3.68,7.36
a673150f-a43b-4507-9622-f84c385b42f4,2,prod_7,07-06-2023,cust_11,website,complete,2,8.06,16.12
7e350187-013a-4f41-b759-b5a9f6b9fb51,1,prod_10,12-11-2023,cust_14,app,complete,5,4.28,21.4
7e350187-013a-4f41-b759-b5a9f6b9fb51,2,prod_2,12-11-2023,cust_14,app,complete,2,5.75,11.5
7e350187-013a-4f41-b759-b5a9f6b9fb51,3,prod_1,12-11-2023,cust_14,app,complete,2,5.1,10.2
fd365711-79f7-4c75-a721-9fe22c459906,1,prod_2,08-03-2022,cust_14,app,complete,5,7.94,39.7
fd365711-79f7-4c75-a721-9fe22c459906,2,prod_9,08-03-2022,cust_14,app,complete,2,9.33,18.66
fd365711-79f7-4c75-a721-9fe22c459906,3,prod_10,08-03-2022,cust_14,app,complete,1,3.76,3.76
fd365711-79f7-4c75-a721-9fe22c459906,4,prod_1,08-03-2022,cust_14,app,complete,3,3.07,9.21
fd365711-79f7-4c75-a721-9fe22c459906,5,prod_8,08-03-2022,cust_14,app,complete,5,3.01,15.05
7be5fffc-3e1e-4a9c-a183-e536435644b6,1,prod_8,11-09-2022,cust_1,app,complete,2,1.86,3.72
bcd22a7c-655e-4979-9e40-ee2bb9ba5e50,1,prod_2,23-10-2022,cust_2,website,complete,5,1.94,9.7
bcd22a7c-655e-4979-9e40-ee2bb9ba5e50,2,prod_1,23-10-2022,cust_2,website,complete,4,7.1,28.4
66ebe26b-5343-4618-a8a4-289291cec3f7,1,prod_8,31-10-2022,cust_10,app,complete,3,2.47,7.41
66ebe26b-5343-4618-a8a4-289291cec3f7,2,prod_10,31-10-2022,cust_10,app,complete,5,8.22,41.1
66ebe26b-5343-4618-a8a4-289291cec3f7,3,prod_6,31-10-2022,cust_10,app,complete,4,1.44,5.76
66ebe26b-5343-4618-a8a4-289291cec3f7,4,prod_10,31-10-2022,cust_10,app,complete,5,8.15,40.75
66ebe26b-5343-4618-a8a4-289291cec3f7,5,prod_2,31-10-2022,cust_10,app,complete,2,7.56,15.12
17423baf-5502-44ce-a3e4-3718da45ed45,1,prod_1,19-03-2024,cust_14,app,process,3,4.57,13.71
17423baf-5502-44ce-a3e4-3718da45ed45,2,prod_4,19-03-2024,cust_14,app,process,5,6.5,32.5
17423baf-5502-44ce-a3e4-3718da45ed45,3,prod_3,19-03-2024,cust_14,app,process,3,7.78,23.34
17423baf-5502-44ce-a3e4-3718da45ed45,4,prod_1,19-03-2024,cust_14,app,process,1,1.41,1.41
8334d525-e7b2-494f-9ecb-646553449fa8,1,prod_1,26-01-2023,cust_6,app,complete,3,7.18,21.54
e3542182-5d3d-481b-95e1-3dd932de7908,1,prod_2,02-06-2023,cust_8,website,complete,3,2.84,8.52
e3542182-5d3d-481b-95e1-3dd932de7908,2,prod_7,02-06-2023,cust_8,website,complete,4,3.93,15.72
e3542182-5d3d-481b-95e1-3dd932de7908,3,prod_9,02-06-2023,cust_8,website,complete,4,4.87,19.48
e3542182-5d3d-481b-95e1-3dd932de7908,4,prod_2,02-06-2023,cust_8,website,complete,1,9.48,9.48
e9aa8dd4-290e-431b-bafa-bda7e37b0e06,1,prod_3,04-10-2024,cust_7,app,complete,2,8.05,16.1
e9aa8dd4-290e-431b-bafa-bda7e37b0e06,2,prod_2,04-10-2024,cust_7,app,complete,1,4.95,4.95
e2e35017-a7ce-44ee-a7ac-63ad559bcd25,1,prod_8,09-10-2023,cust_14,app,complete,2,9.49,18.98
e2e35017-a7ce-44ee-a7ac-63ad559bcd25,2,prod_10,09-10-2023,cust_14,app,complete,5,6.03,30.15
e2e35017-a7ce-44ee-a7ac-63ad559bcd25,3,prod_1,09-10-2023,cust_14,app,complete,5,5.43,27.15
e2e35017-a7ce-44ee-a7ac-63ad559bcd25,4,prod_7,09-10-2023,cust_14,app,complete,1,3.51,3.51
e2e35017-a7ce-44ee-a7ac-63ad559bcd25,5,prod_10,09-10-2023,cust_14,app,complete,1,3.4,3.4
57f75941-e9d9-48e9-babc-a5eabe189876,1,prod_3,26-04-2022,cust_5,app,complete,1,5.71,5.71
47cb2027-8737-42f5-84bc-18d65eee0437,1,prod_1,06-12-2024,cust_4,website,process,4,9.61,38.44
a236b8a9-ae84-40e9-9691-2c0251a90f71,1,prod_1,24-10-2024,cust_15,app,complete,1,6.35,6.35
a236b8a9-ae84-40e9-9691-2c0251a90f71,2,prod_9,24-10-2024,cust_15,app,complete,2,1.72,3.44
a236b8a9-ae84-40e9-9691-2c0251a90f71,3,prod_10,24-10-2024,cust_15,app,complete,5,6.49,32.45
a236b8a9-ae84-40e9-9691-2c0251a90f71,4,prod_10,24-10-2024,cust_15,app,complete,1,6.4,6.4
7525fe75-6b07-485a-88dc-a6dba46e4d04,1,prod_2,17-01-2022,cust_6,app,complete,3,2.38,7.14
7525fe75-6b07-485a-88dc-a6dba46e4d04,2,prod_9,17-01-2022,cust_6,app,complete,2,5.92,11.84
e6558796-4488-4aa9-8f7f-82f0f4abadcc,1,prod_10,21-05-2023,cust_7,website,complete,4,3.55,14.2
e6558796-4488-4aa9-8f7f-82f0f4abadcc,2,prod_4,21-05-2023,cust_7,website,complete,5,2.54,12.7
34c9b0f2-8fac-4da5-a5d7-543dc7e70aa1,1,prod_5,02-01-2023,cust_3,app,complete,4,9.16,36.64
331512f6-c71f-42f5-adfb-6268fac915d9,1,prod_7,03-07-2024,cust_6,app,complete,2,9.16,18.32
331512f6-c71f-42f5-adfb-6268fac915d9,2,prod_5,03-07-2024,cust_6,app,complete,3,1.79,5.37
331512f6-c71f-42f5-adfb-6268fac915d9,3,prod_6,03-07-2024,cust_6,app,complete,2,3.24,6.48
331512f6-c71f-42f5-adfb-6268fac915d9,4,prod_5,03-07-2024,cust_6,app,complete,1,9.81,9.81
63bc3924-b93f-4399-bf4d-d0b9df1f769b,1,prod_3,10-07-2024,cust_13,app,complete,5,3.77,18.85
63bc3924-b93f-4399-bf4d-d0b9df1f769b,2,prod_5,10-07-2024,cust_13,app,complete,3,6.6,19.8
63bc3924-b93f-4399-bf4d-d0b9df1f769b,3,prod_5,10-07-2024,cust_13,app,complete,3,8.51,25.53
63bc3924-b93f-4399-bf4d-d0b9df1f769b,4,prod_4,10-07-2024,cust_13,app,complete,5,7.2,36
835fbc98-7947-4943-9b94-615f92e81931,1,prod_3,13-07-2024,cust_6,website,complete,2,4.67,9.34
835fbc98-7947-4943-9b94-615f92e81931,2,prod_1,13-07-2024,cust_6,website,complete,3,4.03,12.09
835fbc98-7947-4943-9b94-615f92e81931,3,prod_10,13-07-2024,cust_6,website,complete,5,5.63,28.15
808f102a-7566-451a-813c-c71c6bd43603,1,prod_8,12-10-2024,cust_2,app,complete,5,1.93,9.65
808f102a-7566-451a-813c-c71c6bd43603,2,prod_3,12-10-2024,cust_2,app,complete,4,3,12
808f102a-7566-451a-813c-c71c6bd43603,3,prod_4,12-10-2024,cust_2,app,complete,3,4.28,12.84
2eea8734-2bdd-4ce5-90f5-05362d2e7d7d,1,prod_4,19-06-2023,cust_7,app,complete,5,1.85,9.25
2eea8734-2bdd-4ce5-90f5-05362d2e7d7d,2,prod_5,19-06-2023,cust_7,app,complete,4,8.21,32.84
2eea8734-2bdd-4ce5-90f5-05362d2e7d7d,3,prod_1,19-06-2023,cust_7,app,complete,4,4.03,16.12
2eea8734-2bdd-4ce5-90f5-05362d2e7d7d,4,prod_2,19-06-2023,cust_7,app,complete,5,1.63,8.15
2eea8734-2bdd-4ce5-90f5-05362d2e7d7d,5,prod_2,19-06-2023,cust_7,app,complete,5,1.33,6.65
b30af837-7f66-4d7d-841b-b04ae561eb6f,1,prod_9,05-06-2023,cust_13,app,complete,5,6.31,31.55
b30af837-7f66-4d7d-841b-b04ae561eb6f,2,prod_10,05-06-2023,cust_13,app,complete,5,8.45,42.25
b30af837-7f66-4d7d-841b-b04ae561eb6f,3,prod_2,05-06-2023,cust_13,app,complete,2,1.29,2.58
b30af837-7f66-4d7d-841b-b04ae561eb6f,4,prod_10,05-06-2023,cust_13,app,complete,3,4.17,12.51
b30af837-7f66-4d7d-841b-b04ae561eb6f,5,prod_10,05-06-2023,cust_13,app,complete,1,4.13,4.13
f13fc70d-6517-4e7a-90b5-2bc9317d1c32,1,prod_1,25-04-2024,cust_7,app,complete,2,5.95,11.9
f13fc70d-6517-4e7a-90b5-2bc9317d1c32,2,prod_2,25-04-2024,cust_7,app,complete,1,6.04,6.04
f13fc70d-6517-4e7a-90b5-2bc9317d1c32,3,prod_5,25-04-2024,cust_7,app,complete,1,9.16,9.16
f13fc70d-6517-4e7a-90b5-2bc9317d1c32,4,prod_10,25-04-2024,cust_7,app,complete,1,8.39,8.39
17bd940c-fb2a-4b1c-87a0-b8196a556dd0,1,prod_1,03-04-2023,cust_4,website,complete,5,6.29,31.45
17bd940c-fb2a-4b1c-87a0-b8196a556dd0,2,prod_10,03-04-2023,cust_4,website,complete,4,2.54,10.16
17bd940c-fb2a-4b1c-87a0-b8196a556dd0,3,prod_5,03-04-2023,cust_4,website,complete,4,4.09,16.36
17bd940c-fb2a-4b1c-87a0-b8196a556dd0,4,prod_6,03-04-2023,cust_4,website,complete,2,5.92,11.84
261aeb54-0592-4acf-a323-dd84138cc863,1,prod_6,15-11-2024,cust_6,app,pending,5,1.24,6.2
261aeb54-0592-4acf-a323-dd84138cc863,2,prod_10,15-11-2024,cust_6,app,pending,3,8.84,26.52
261aeb54-0592-4acf-a323-dd84138cc863,3,prod_4,15-11-2024,cust_6,app,pending,1,2.44,2.44
af73bed6-6cdb-4d49-8bc2-bc3ba04f75af,1,prod_8,22-05-2023,cust_3,app,complete,2,2.99,5.98
af73bed6-6cdb-4d49-8bc2-bc3ba04f75af,2,prod_5,22-05-2023,cust_3,app,complete,5,6.44,32.2
af73bed6-6cdb-4d49-8bc2-bc3ba04f75af,3,prod_1,22-05-2023,cust_3,app,complete,1,5.36,5.36
af73bed6-6cdb-4d49-8bc2-bc3ba04f75af,4,prod_3,22-05-2023,cust_3,app,complete,1,6.91,6.91
8b7f9c8a-a991-42e5-ad4e-b2952b8baf93,1,prod_9,11-07-2023,cust_2,website,complete,4,3.88,15.52
8b7f9c8a-a991-42e5-ad4e-b2952b8baf93,2,prod_5,11-07-2023,cust_2,website,complete,3,7.62,22.86
8b7f9c8a-a991-42e5-ad4e-b2952b8baf93,3,prod_10,11-07-2023,cust_2,website,complete,5,2.93,14.65
8b7f9c8a-a991-42e5-ad4e-b2952b8baf93,4,prod_8,11-07-2023,cust_2,website,complete,1,2.92,2.92
37bbaeab-ce8b-4e79-97b5-0fd03706447a,1,prod_1,23-11-2023,cust_14,app,complete,3,4.54,13.62
37bbaeab-ce8b-4e79-97b5-0fd03706447a,2,prod_7,23-11-2023,cust_14,app,complete,5,2.54,12.7
37bbaeab-ce8b-4e79-97b5-0fd03706447a,3,prod_3,23-11-2023,cust_14,app,complete,1,9.58,9.58
8a5a2955-7bb4-4a39-9138-de5a26c424a5,1,prod_7,11-11-2022,cust_7,app,complete,3,6.96,20.88
40efee9c-a108-4ebc-8e23-88c53f182646,1,prod_7,21-03-2023,cust_6,website,complete,3,2.42,7.26
40efee9c-a108-4ebc-8e23-88c53f182646,2,prod_9,21-03-2023,cust_6,website,complete,1,7.62,7.62
40efee9c-a108-4ebc-8e23-88c53f182646,3,prod_6,21-03-2023,cust_6,website,complete,1,9.44,9.44
40efee9c-a108-4ebc-8e23-88c53f182646,4,prod_8,21-03-2023,cust_6,website,complete,5,8.7,43.5
68ea159c-9d15-42af-8f23-cf8e4f0a427c,1,prod_8,10-10-2022,cust_14,app,complete,4,2.35,9.4
